,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
523,523,523,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,1.1249600919935314,-0.47454519624983954,0.7676298785983874,111361,0.5189714017894245,B18,C
524,524,524,525,0,3,"Kassem, Mr. Fared",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2700,-0.5028639729296732,,C
525,525,525,526,0,3,"Farrell, Mr. James",0,0.8559856403690123,-0.47454519624983954,-0.4736736092984604,367232,-0.49237782784290063,,Q
526,526,526,527,1,2,"Ridsdale, Miss. Lucy",1,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,W./C. 14258,-0.43700743807979686,,S
527,527,527,528,0,1,"Farthing, Mr. John",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,PC 17483,3.817033162951754,C95,S
528,528,528,529,0,3,"Salonen, Mr. Johan Werner",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,3101296,-0.4888542575852486,,S
529,529,529,530,0,2,"Hocking, Mr. Richard George",0,-0.48888661775358344,1.340131927606843,0.7676298785983874,29104,-0.41687275089321363,,S
530,530,530,531,1,2,"Quick, Miss. Phyllis May",1,-2.1027333275006983,0.4327933656785018,0.7676298785983874,26360,-0.12491978668775715,,S
531,531,531,532,0,3,"Toufik, Mr. Nakli",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2641,-0.5028639729296732,,C
532,532,532,533,0,3,"Elias, Mr. Joseph Jr",0,-0.9499856776813305,0.4327933656785018,0.7676298785983874,2690,-0.5028639729296732,,C
533,533,533,534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,2668,-0.19824427701513722,,C
534,534,534,535,0,3,"Cacic, Miss. Marija",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,315084,-0.47400492578514347,,S
535,535,535,536,1,2,"Hart, Miss. Eva Miriam",1,-1.7184841108942424,-0.47454519624983954,2.0089333664952354,F.C.C. 13529,-0.11988611489111134,,S
536,536,536,537,0,1,"Butt, Major. Archibald Willingham",0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,113050,-0.11384570873513637,B38,S
537,537,537,538,1,1,"LeRoy, Miss. Bertha",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,PC 17761,1.4944124302931971,,C
538,538,538,539,0,3,"Risien, Mr. Samuel Beard",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,364498,-0.35646868933346404,,S
539,539,539,540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,-0.5657364610748746,-0.47454519624983954,2.0089333664952354,13568,0.3482453621969482,B39,C
540,540,540,541,1,1,"Crosby, Miss. Harriet R",1,0.5101613454232019,-0.47454519624983954,2.0089333664952354,WE/P 5735,0.7811411367084872,B22,S
541,541,541,542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,-1.56478442425166,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,,S
542,542,542,543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,-1.4110847376090776,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,,S
543,543,543,544,1,2,"Beane, Mr. Edward",0,0.20276197213803718,0.4327933656785018,-0.4736736092984604,2908,-0.12491978668775715,,S
544,544,544,545,0,1,"Douglas, Mr. Walter Donald",0,1.5860591519212783,0.4327933656785018,-0.4736736092984604,PC 17761,1.4944124302931971,C86,C
545,545,545,546,0,1,"Nicholson, Mr. Arthur Ernest",0,2.661956958419355,-0.47454519624983954,-0.4736736092984604,693,-0.12491978668775715,,S
546,546,546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,2908,-0.12491978668775715,,S
547,547,547,548,1,2,"Padro y Manent, Mr. Julian",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,SC/PARIS 2146,-0.3693045524149108,,C
548,548,548,549,0,3,"Goldsmith, Mr. Frank John",0,0.27961181545932834,0.4327933656785018,0.7676298785983874,363291,-0.2351571990343002,,S
549,549,549,550,1,2,"Davies, Master. John Morgan Jr",0,-1.6416342675729512,0.4327933656785018,0.7676298785983874,C.A. 33112,0.09152810056801232,,S
550,550,550,551,1,1,"Thayer, Mr. John Borland Jr",0,-0.9499856776813305,-0.47454519624983954,2.0089333664952354,17421,1.5841789061771412,C70,C
551,551,551,552,0,2,"Sharp, Mr. Percival James R",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,244358,-0.12491978668775715,,S
552,552,552,553,0,3,"O'Brien, Mr. Timothy",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330979,-0.49078316061772326,,Q
553,553,553,554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,2620,-0.5029485386158568,,C
554,554,554,555,1,3,"Ohman, Miss. Velin",1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,347085,-0.4918744606632361,,S
555,555,555,556,0,1,"Wright, Mr. George",0,2.5082572717767726,-0.47454519624983954,-0.4736736092984604,113807,-0.11384570873513637,,S
556,556,556,557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,1.432359465278696,0.4327933656785018,-0.4736736092984604,11755,0.1489119590497745,A16,C
557,557,557,558,0,1,"Robbins, Mr. Victor",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,PC 17757,3.9327230485884233,,C
558,558,558,559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,0.7407108753870755,0.4327933656785018,0.7676298785983874,110413,0.955306180872432,E67,S
559,559,559,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,0.5101613454232019,0.4327933656785018,-0.4736736092984604,345572,-0.29807809649237277,,S
560,560,560,561,0,3,"Morrow, Mr. Thomas Rowan",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,372622,-0.49237782784290063,,Q
561,561,561,562,0,3,"Sivic, Mr. Husein",0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,349251,-0.4894421904510968,,S
562,562,562,563,0,2,"Norman, Mr. Robert Douglas",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,218629,-0.3766033765200472,,S
563,563,563,564,0,3,"Simmons, Mr. John",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392082,-0.4863374216869257,,S
564,564,564,565,0,3,"Meanwell, Miss. (Marion Ogden)",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 392087,-0.4863374216869257,,S
565,565,565,566,0,3,"Davies, Mr. Alfred J",0,-0.41203677443229225,1.340131927606843,-0.4736736092984604,A/4 48871,-0.1621689579829361,,S
566,566,566,567,0,3,"Stoytcheff, Mr. Ilia",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,349205,-0.4894421904510968,,S
567,567,567,568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,-0.027787557825836348,-0.47454519624983954,4.491540342288931,349909,-0.22408312108167944,,S
568,568,568,569,0,3,"Doharr, Mr. Tannous",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2686,-0.5028639729296732,,C
569,569,569,570,1,3,"Jonsson, Mr. Carl",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,350417,-0.4902797934380587,,S
570,570,570,571,1,2,"Harris, Mr. George",0,2.5082572717767726,-0.47454519624983954,-0.4736736092984604,S.W./PP 752,-0.43700743807979686,,S
571,571,571,572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,1.816608681885152,1.340131927606843,-0.4736736092984604,11769,0.38809593507663365,C101,S
572,572,572,573,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,PC 17474,-0.11711759540295616,E25,S
573,573,573,574,1,3,"Kelly, Miss. Mary",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,14312,-0.49237782784290063,,Q
574,574,574,575,0,3,"Rush, Mr. Alfred George John",0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,A/4. 20589,-0.4863374216869257,,S
575,575,575,576,0,3,"Patchett, Mr. George",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,358585,-0.35646868933346404,,S
576,576,576,577,1,2,"Garside, Miss. Ethel",1,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,243880,-0.3866707201133388,,S
577,577,577,578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,0.7407108753870755,0.4327933656785018,-0.4736736092984604,13507,0.4771073601910807,E44,S
578,578,578,579,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2689,-0.3573083057891445,,C
579,579,579,580,1,3,"Jussila, Mr. Eiriik",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101286,-0.4888542575852486,,S
580,580,580,581,1,2,"Christy, Miss. Julie Rachel",1,-0.33518693111100106,0.4327933656785018,0.7676298785983874,237789,-0.04438103794142432,,S
581,581,581,582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,0.7407108753870755,0.4327933656785018,0.7676298785983874,17421,1.5841789061771412,C68,C
582,582,582,583,0,2,"Downton, Mr. William James",0,1.893458525206443,-0.47454519624983954,-0.4736736092984604,28403,-0.12491978668775715,,S
583,583,583,584,0,1,"Ross, Mr. John Hugo",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,13049,0.15948266982273065,A10,C
584,584,584,585,0,3,"Paulner, Mr. Uscher",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,3411,-0.47299819142581434,,C
585,585,585,586,1,1,"Taussig, Miss. Ruth",1,-0.8731358343600393,-0.47454519624983954,2.0089333664952354,110413,0.955306180872432,E68,S
586,586,586,587,0,2,"Jarvis, Mr. John Denzil",0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,237565,-0.3464013457401724,,S
587,587,587,588,1,1,"Frolicher-Stehli, Mr. Maxmillian",0,2.3545575851341902,0.4327933656785018,0.7676298785983874,13567,0.9462455716384695,B41,C
588,588,588,589,0,3,"Gilinski, Mr. Eliezer",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,14973,-0.4863374216869257,,S
589,589,589,590,0,3,"Murdlin, Mr. Joseph",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,A./5. 3235,-0.4863374216869257,,S
590,590,590,591,0,3,"Rintamaki, Mr. Matti",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101273,-0.5049620073345151,,S
591,591,591,592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,1.7397588385638607,0.4327933656785018,-0.4736736092984604,36947,0.9274538680872313,D20,C
592,592,592,593,0,3,"Elsbury, Mr. William James",0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,A/5 3902,-0.5024451714361923,,S
593,593,593,594,0,3,"Bourke, Miss. Mary",1,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,364848,-0.49237782784290063,,Q
594,594,594,595,0,2,"Chapman, Mr. John Henry",0,0.5870111887444931,0.4327933656785018,-0.4736736092984604,SC/AH 29037,-0.12491978668775715,,S
595,595,595,596,0,3,"Van Impe, Mr. Jean Baptiste",0,0.5101613454232019,0.4327933656785018,0.7676298785983874,345773,-0.1621689579829361,,S
596,596,596,597,1,2,"Leitch, Miss. Jessie Wills",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,248727,0.016023023618325298,,S
597,597,597,598,0,3,"Johnson, Mr. Alfred",0,1.5092093085999871,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,,S
598,598,598,599,0,3,"Boulos, Mr. Hanna",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2664,-0.5029485386158568,,C
599,599,599,600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,1.5092093085999871,0.4327933656785018,-0.4736736092984604,PC 17485,0.49782998024351216,A20,C
600,600,600,601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,-0.41203677443229225,1.340131927606843,0.7676298785983874,243847,-0.10478509950117394,,S
601,601,601,602,0,3,"Slabenoff, Mr. Petco",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349214,-0.4894421904510968,,S
602,602,602,603,0,1,"Harrington, Mr. Charles H",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,113796,0.2052890831722074,,S
603,603,603,604,0,3,"Torber, Mr. Ernst William",0,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,364511,-0.4863374216869257,,S
604,604,604,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,111426,-0.11384570873513637,,C
605,605,605,606,0,3,"Lindell, Mr. Edvard Bengtsson",0,0.5101613454232019,0.4327933656785018,-0.4736736092984604,349910,-0.3353272677875516,,S
606,606,606,607,0,3,"Karaic, Mr. Milan",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,349246,-0.4894421904510968,,S
607,607,607,608,1,1,"Daniel, Mr. Robert Williams",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,113804,-0.034313694348132716,,S
608,608,608,609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,-0.5657364610748746,0.4327933656785018,2.0089333664952354,SC/Paris 2123,0.18876253192945994,,C
609,609,609,610,1,1,"Shutes, Miss. Elizabeth W",1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,PC 17582,2.441497778832105,C125,S
610,610,610,611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,0.7407108753870755,0.4327933656785018,5.73284383018578,347082,-0.01870931177853076,,S
611,611,611,612,0,3,"Jardin, Mr. Jose Neto",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101305,-0.5064721088735089,,S
612,612,612,613,1,3,"Murphy, Miss. Margaret Jane",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,367230,-0.3363340021468808,,Q
613,613,613,614,0,3,"Horgan, Mr. John",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,370377,-0.49237782784290063,,Q
614,614,614,615,0,3,"Brocklebank, Mr. William Alfred",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,364512,-0.4863374216869257,,S
615,615,615,616,1,2,"Herman, Miss. Alice",1,-0.41203677443229225,0.4327933656785018,2.0089333664952354,220845,0.6603330135889879,,S
616,616,616,617,0,3,"Danbom, Mr. Ernst Gilbert",0,0.35646165878061953,0.4327933656785018,0.7676298785983874,347080,-0.35848215805212236,,S
617,617,617,618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,A/5. 3336,-0.32425318983493084,,S
618,618,618,619,1,2,"Becker, Miss. Marion Louise",1,-1.949033640858116,1.340131927606843,0.7676298785983874,230136,0.13683114673782454,F4,S
619,619,619,620,0,2,"Gavey, Mr. Lawrence",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,31028,-0.43700743807979686,,S
620,620,620,621,0,3,"Yasbeck, Mr. Antoni",0,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,2659,-0.3573908580066095,,C
621,621,621,622,1,1,"Kimball, Mr. Edwin Nelson Jr",0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,11753,0.40974072380221066,D19,S
622,622,622,623,1,3,"Nakid, Mr. Sahid",0,-0.719436147717457,0.4327933656785018,0.7676298785983874,2653,-0.33146744825388363,,C
623,623,623,624,0,3,"Hansen, Mr. Henry Damsgaard",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,350029,-0.4902797934380587,,S
624,624,624,625,0,3,"Bowen, Mr. David John ""Dai""",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,54636,-0.32425318983493084,,S
625,625,625,626,0,1,"Sutton, Mr. Frederick",0,2.4314074284554814,-0.47454519624983954,-0.4736736092984604,36963,0.002347544081197954,D50,S
626,626,626,627,0,2,"Kirkland, Rev. Charles Leonard",0,2.1240080551703167,-0.47454519624983954,-0.4736736092984604,219533,-0.3997582667846179,,Q
627,627,627,628,1,1,"Longley, Miss. Gretchen Fiske",1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,13502,0.921244330558889,D9,S
628,628,628,629,0,3,"Bostandyeff, Mr. Guentcho",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,349224,-0.4894421904510968,,S
629,629,629,630,0,3,"O'Connell, Mr. Patrick D",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,334912,-0.49271407711891657,,Q
630,630,630,631,1,1,"Barkworth, Mr. Algernon Henry Wilson",0,3.8915544515600136,-0.47454519624983954,-0.4736736092984604,27042,-0.04438103794142432,A23,S
631,631,631,632,0,3,"Lundahl, Mr. Johan Svensson",0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,347743,-0.5063875431873253,,S
632,632,632,633,1,1,"Stahelin-Maeglin, Dr. Max",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,13214,-0.034313694348132716,B50,C
633,633,633,634,0,1,"Parr, Mr. William Henry Marsh",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,112052,-0.6484216535389205,,S
634,634,634,635,0,3,"Skoog, Miss. Mabel",1,-1.56478442425166,2.2474704895351842,2.0089333664952354,347088,-0.08666388103324908,,S
635,635,635,636,1,2,"Davis, Miss. Mary",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,237668,-0.3866707201133388,,S
636,636,636,637,0,3,"Leinonen, Mr. Antti Gustaf",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101292,-0.4888542575852486,,S
637,637,637,638,0,2,"Collyer, Mr. Harvey",0,0.12591212881674602,0.4327933656785018,0.7676298785983874,C.A. 31921,-0.11988611489111134,,S
638,638,638,639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,0.8944105620296577,-0.47454519624983954,5.73284383018578,3101295,0.1506737441786005,,S
639,639,639,640,0,3,"Thorneycroft, Mr. Percival",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,376564,-0.32425318983493084,,S
640,640,640,641,0,3,"Jensen, Mr. Hans Peder",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,350050,-0.4902797934380587,,S
641,641,641,642,1,1,"Sagesser, Mlle. Emma",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,PC 17477,0.7469121684912956,B35,C
642,642,642,643,0,3,"Skoog, Miss. Margit Elizabeth",1,-2.1027333275006983,2.2474704895351842,2.0089333664952354,347088,-0.08666388103324908,,S
643,643,643,644,1,3,"Foo, Mr. Choong",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
644,644,644,645,1,3,"Baclini, Miss. Eugenie",1,-2.1987956316523123,1.340131927606843,0.7676298785983874,2666,-0.26066180729354516,,C
645,645,645,646,1,1,"Harper, Mr. Henry Sleeper",0,1.432359465278696,0.4327933656785018,-0.4736736092984604,PC 17572,0.8964967865378598,D33,C
646,646,646,647,0,3,"Cor, Mr. Liudevit",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,349231,-0.4894421904510968,,S
647,647,647,648,1,1,"Simonius-Blumer, Col. Oberst Alfons",0,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,13213,0.06635974158478332,A26,C
648,648,648,649,0,3,"Willey, Mr. Edward",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,S.O./P.P. 751,-0.49640476528021726,,S
649,649,649,650,1,3,"Stanley, Miss. Amy Zillah Elsie",1,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,CA. 2314,-0.49640476528021726,,S
650,650,650,651,0,3,"Mitkoff, Mr. Mito",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349221,-0.4894421904510968,,S
651,651,651,652,1,2,"Doling, Miss. Elsie",1,-0.8731358343600393,-0.47454519624983954,0.7676298785983874,231919,-0.18532384824750675,,S
652,652,652,653,0,3,"Kalvik, Mr. Johannes Halvorsen",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,8475,-0.47861979608830835,,S
653,653,653,654,1,3,"O'Leary, Miss. Hanora ""Norah""",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330919,-0.49078316061772326,,Q
654,654,654,655,0,3,"Hegarty, Miss. Hanora ""Nora""",1,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,365226,-0.5125125150294839,,Q
655,655,655,656,0,2,"Hickman, Mr. Leonard Mark",0,-0.41203677443229225,1.340131927606843,-0.4736736092984604,S.O.C. 14879,0.8314778546749452,,S
656,656,656,657,0,3,"Radeff, Mr. Alexander",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349223,-0.4894421904510968,,S
657,657,657,658,0,3,"Bourke, Mrs. John (Catherine)",1,0.20276197213803718,0.4327933656785018,0.7676298785983874,364849,-0.3363340021468808,,Q
658,658,658,659,0,2,"Eitemiller, Mr. George Floyd",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,29751,-0.3866707201133388,,S
659,659,659,660,0,1,"Newell, Mr. Arthur Webster",0,2.200857898491608,-0.47454519624983954,2.0089333664952354,35273,1.6323350375212924,D48,C
660,660,660,661,1,1,"Frauenthal, Dr. Henry William",0,1.5860591519212783,1.340131927606843,-0.4736736092984604,PC 17611,2.042579288947925,,S
661,661,661,662,0,3,"Badt, Mr. Mohamed",0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,2623,-0.5029485386158568,,C
662,662,662,663,0,1,"Colley, Mr. Edward Pomeroy",0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,5727,-0.13322534515222276,E58,S
663,663,663,664,0,3,"Coleff, Mr. Peju",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,349210,-0.4974960653257301,,S
664,664,664,665,1,3,"Lindqvist, Mr. Eino William",0,-0.719436147717457,0.4327933656785018,-0.4736736092984604,STON/O 2. 3101285,-0.4888542575852486,,S
665,665,665,666,0,2,"Hickman, Mr. Lewis",0,0.20276197213803718,1.340131927606843,-0.4736736092984604,S.O.C. 14879,0.8314778546749452,,S
666,666,666,667,0,2,"Butler, Mr. Reginald Fenton",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,234686,-0.3866707201133388,,S
667,667,667,668,0,3,"Rommetvedt, Mr. Knud Paust",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,312993,-0.4918744606632361,,S
668,668,668,669,0,3,"Cook, Mr. Jacob",0,1.0481102486722402,-0.47454519624983954,-0.4736736092984604,A/5 3536,-0.4863374216869257,,S
669,669,669,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,19996,0.39858208016340624,C126,S
670,670,670,671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,0.8175607187083667,0.4327933656785018,0.7676298785983874,29750,0.13683114673782454,,S
671,671,671,672,0,1,"Davidson, Mr. Thornton",0,0.12591212881674602,0.4327933656785018,-0.4736736092984604,F.C. 12750,0.39858208016340624,B71,S
672,672,672,673,0,2,"Mitchell, Mr. Henry Michael",0,3.123056018347102,-0.47454519624983954,-0.4736736092984604,C.A. 24580,-0.43700743807979686,,S
673,673,673,674,1,2,"Wilhelms, Mr. Charles",0,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,244270,-0.3866707201133388,,S
674,674,674,675,0,2,"Watson, Mr. Ennis Hastings",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,239856,-0.6484216535389205,,S
675,675,675,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,349912,-0.4918744606632361,,S
676,676,676,677,0,3,"Sawyer, Mr. Frederick Charles",0,-0.37361185277164666,-0.47454519624983954,-0.4736736092984604,342826,-0.4863374216869257,,S
677,677,677,678,1,3,"Turja, Miss. Anna Sofia",1,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,4138,-0.45026210265472455,,S
678,678,678,679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,1.0481102486722402,0.4327933656785018,6.974147318082627,CA 2144,0.2958951755118318,,S
679,679,679,680,1,1,"Cardeza, Mr. Thomas Drake Martinez",0,0.5101613454232019,-0.47454519624983954,0.7676298785983874,PC 17755,9.667166525013505,B51 B53 B55,C
680,680,680,681,0,3,"Peters, Miss. Katie",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330935,-0.48457563655809965,,Q
681,681,681,682,1,1,"Hassab, Mr. Hammad",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,PC 17572,0.8964967865378598,D49,C
682,682,682,683,0,3,"Olsvigen, Mr. Thor Anderson",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,6563,-0.4626791642426904,,S
683,683,683,684,0,3,"Goodwin, Mr. Charles Edward",0,-1.180535207645204,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,,S
684,684,684,685,0,2,"Brown, Mr. Thomas William Solomon",0,2.3545575851341902,0.4327933656785018,0.7676298785983874,29750,0.13683114673782454,,S
685,685,685,686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",0,-0.33518693111100106,0.4327933656785018,2.0089333664952354,SC/Paris 2123,0.18876253192945994,,C
686,686,686,687,0,3,"Panula, Mr. Jaako Arnold",0,-1.180535207645204,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,,S
687,687,687,688,0,3,"Dakic, Mr. Branko",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,349228,-0.44363577710162005,,S
688,688,688,689,0,3,"Fischer, Mr. Eberhard Thelander",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,350036,-0.49145565916975514,,S
689,689,689,690,1,1,"Madill, Miss. Georgette Alexandra",1,-1.1036853643239128,-0.47454519624983954,0.7676298785983874,24160,3.6067927997556075,B5,S
690,690,690,691,1,1,"Dick, Mr. Albert Adrian",0,0.12591212881674602,0.4327933656785018,-0.4736736092984604,17474,0.49925551609632224,B20,S
691,691,691,692,1,3,"Karun, Miss. Manca",1,-1.949033640858116,-0.47454519624983954,0.7676298785983874,349256,-0.37828059596268965,,C
692,692,692,693,1,3,"Lam, Mr. Ali",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
693,693,693,694,0,3,"Saad, Mr. Khalil",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,2672,-0.5029485386158568,,C
694,694,694,695,0,1,"Weir, Col. John",0,2.3545575851341902,-0.47454519624983954,-0.4736736092984604,113800,-0.11384570873513637,,S
695,695,695,696,0,2,"Chapman, Mr. Charles Henry",0,1.7397588385638607,-0.47454519624983954,-0.4736736092984604,248731,-0.3766033765200472,,S
696,696,696,697,0,3,"Kelly, Mr. James",0,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,363592,-0.4863374216869257,,S
697,697,697,698,1,3,"Mullens, Miss. Katherine ""Katie""",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,35852,-0.49271407711891657,,Q
698,698,698,699,0,1,"Thayer, Mr. John Borland",0,1.5092093085999871,0.4327933656785018,0.7676298785983874,17421,1.5841789061771412,C68,C
